id,review,label,confidence
234,Service was great  but the food was meh. I ordered the Western omelette and the onion and peppers were kind of raw. The pancakes my partner ordered upset both of our stomachs (either that or it was the water). Utensils were also a little dirty. Standard diner with room for improvement. The server was wearing a face mask the entire time  and the booths are distanced/separated  which we appreciated,Complaint,0.93
235,We select Pearl based on a local. Allowing for slower service  most restaurants are short staffed  we still found service lacking. Apps came with no one to check on us  and we ordered salads with dressing on the side  not an unreasonable request for an upscale restaurant.- Salad came drenched in dressing and two upcharge Caesar's came with tired brown lettuce (sent back). The fish special was OK  but a very small portion and at $52.00 disappointing. My daughter ordered seafood pasta which had a decidedly strong unpleasant aroma  not sure if was the spice or fish. Overall dinner for four with 2 glasses of wine was about $300.... we are not going back.,Complaint,0.98
236,Placed our order through Grubhub at 6 pm on a Friday for 1 pasta dish and 1 pizza. Estimated 45-50 min wait time. After 45 mins  got a notice that they accidentally gave our order to someone else. Mistakes happen. But it took another 50 minutes for them to remake and deliver our order. Disappointing that we didn't get our order prioritized (shouldn't take 50 mins to make 1 pizza and 1 pasta dish and deliver it 7 minutes away). When I called to ask about the long wait and check on my order (1.5 hours after I placed my order)  I was told they only had 2 hostesses instead of 3 working that night. While it did sound busy in the restaurant  it shouldn't take 3 hostesses to ensure the right orders are picked up  nor do hostesses make the actual food or prioritize the orders. When then food did arrive  the pizza was cold and lacking in flavor. The pasta was warm but also lacking in overall flavor. Order local (Bar Sera  Bar Luca  Pepperoncini's in Conshy or Pietro's in Radnor) for better service and quality. Management needs to step up the game if they want their chain to compete with other options in the area with food that is as good or better and with better service. This could be the outlier but we won't be ordering again.,Complaint,0.97
237,Ok  so I only way the ravioli sometimes I get some fries Now there's this new thing you can only order online   here's the thing ONLINE YOU MUST SIGN INTO TO SOME ACCOUNTS  and everything you want is NOT even there to order .. for example (plain fries/ small salad/house salad).. it's realllll hard to give my money to them at this point .. and you can just give up trying to get someone on the phone because that's not going to happen .. whoever's idea this only online thingy was must not have been thinking AT ALL that day ..,Complaint,0.96
238,"I don't hate it here  but I definitely don't love it. Came in on a Friday lunch and the place was dead. Took about 20 minutes just to get some rum drink with an extra ""floater"" that tasted like straight cranberry juice and sugar. Opted to get a beer flight after 2 sips of my drink. Beer flight was good  okay selection of beers. We ordered a crab rangoon dip as an appetizer and felt like we were just eating warmed cream cheese - NOTHING close to those delicious pockets of crabby goodness you'd normally get! The 2 things this place has going for it are the open air concept on both floors and their lobster roll. Lobster was fresh and plentiful on the roll. Good taste and perfect size!",Complaint,0.94
239,When you order pad Thai  you might expect a peanut sauce and that traditional dish you get from a Thai restaurant  but that's not what Thai Kitchen will serve you. It's a bit more of a sweet teriyaki thing. Pretty over seasoned so by the time you get to the bottom  it's a little much. Kind of gut bomb-y. Can't say I'd go back  but I think the college crowd loves it.,Complaint,0.95
240,Currently sitting in the drive thru...24 minutes the longest wait ever! The van in front of us took up 15 minutes ordering  meanwhile in the right lane 4 cars already went thru. The difference between this visit and others  there is no one out there taking orders. Never again.,Complaint,0.99
241,"Located at the end of B Terminal  social distancing seems to be a thing of the past  all customers shoved on one side of the restaurant. Only breakfast at 10:30a. Bland shrimp and grits. Wait staff seems bored and unfamiliar with ""If you can lean  you can clean"". But you are trapped. Metaphorically.",Complaint,0.96
242,I'll be honest  I'm not a fan of the chain. There's better local options here in Nashville. I haven't been to a PF Chang's in easily a decade but we met another couple here at their request to have dinner. The Mu Shoo Chicken is no longer in the menu which is what I ordered so I opted for the pad Thai chicken and was left disappointed as there was zero flavor to it. Go to Deg Thai or Smiling Elephant or Soy Bistro if you want actually great food cooked well with flavor and seasoned. The wait was long even with a reservation  as we got seated a half hour after our call ahead time and the service was okay at best. Next time we'll recommend going to our local faves when meeting these friends rather than waste our time and money with lackluster food.,Complaint,0.97
243,"On my quest to find a good liver dish with nice wine in Philly  I ventured to Jake's. Upon entering  I was calmed by the dim(ish) lights  warm colored walls  and low music. A relaxed but semi-fancy atmosphere  depending on where you'd sit. The Boudreaux wine we ordered was quite delectable- dry  not too sweet  and a woodsy aftertaste- however  that was the end of my meal's delight. The ""calve"" (it's calf!) liver I ordered medium was well-done with no pink  and was served atop an apple potato salad you would get made by your aunt that can't cook at a family picnic. I get they were trying to be clever - liver and ""caramelized"" onions (which had 0 flavor  barely cooked  and caramelized onions are usually my favorite salty topping to ANY savory dish) with apple - but the flavors mixed together sabotaged each other. On their own  each was not too shabby. Additionally  the portobello mushroom soup was nothing to call home about - it reminded me of the Campell's can of cream of mushroom soup your parents would force you to eat as a kid. My boyfriend's slow-cooked pork was the best (and only) amazing item I tried that night- for the prices (30$ for a sub-par liver and the equivalent of one small white potato) I think this place is overrated  and would call this diner quality food (no offense to diners) at a romantic atmosphere restaurant.",Complaint,0.98
244,It was okay. We made a reservation for a Monday which was totally unnecessary but it is what it is. The menu online did not reflect the menu in the restaurant but we were fine with that. We decided to get fried alligator as an app (free with a Yelp check-in!) and it was super chewy with too much breading. For my entree I had the crawfish pasta. The entree was very good but could have used more crawfish. Our drinks were very weak. Our waiter was disengaged. The manager who helped with the free app was nice. The hostess wanted to be anywhere but there. Still giving three stars because it's still a pandemic yada yada.,Complaint,0.93
245,"After visiting a handful of times over the past year or so I would put edison at 3.5 stars (rounding down to 3 due to the pricing). The service is consistently very good and the creativity is commendable but something about the food always leaves me wanting. I read the menu and am always intrigued and excited by the combinations but then the food comes and it feels like something is missing. After the 20+ dishes I have tried I can say that nothing has ever been ""bad"" (no small feat given some of the combinations they pull off)  but also nothing has ever been DELICIOUS. At the end of the day the day the dishes are more memorable on the page than on the palate. Will be interesting to see what Michelin makes of edison later this year. Lastly  I'll say that the price increases are obscene. Some dishes have nearly doubled in price since our first visit. The food is simply not good enough  nor generous enough to justify the current price. After our most recent visit  our group went for burgers given we were still hungry and not willing to spend $100 per person at dinner. I'm sympathetic to food costs  supply chain  labor costs etc. however we regularly eat out at other leading restaurants in the area and have not had this experience anywhere else. I hope they can figure out their sourcing.",Complaint,0.96
246,I always enjoy the food  but every time I go to get food the guy behind the counter never responds or communicates and just walks away. You don't see him again until he brings you your food. Even when ordering to go  it'd be nice to know if it's going to be a few more minutes before it's ready  rather than retreating to the kitchen without any info. It's a small thing that makes a BIG difference.,Complaint,0.95
247,The salads are excellent crisp and large. The pizza however is always undercooked and soggy at the center. The toppings are incredibly abundant a result of too much sauce and if ordering anything with vegetable topping the same issue is even worse. Be prepared to pop the pizza on to your own preheated oven pizza stone and bake a bit more which helps. Or perhaps recook each slice in a non stick pan. Regrettably this is the problem which is a shame. Never ordered anything else beyond salad and pizza. In person service is hyper to order and takes a normal time to bring out. The and the staff are loud and live in their own world with annoying music and shenanigans. They are oblivious to how weird they come across.,Complaint,0.97
248,Run of the mill diner. Nice place to stop by for a late-night dinner as it is open 24 hours. The food is just okay  but that is to be expected. Our waitress was nice.,Neutral,0.85
249,DELICIOUS FOOD!!! It's a Tucson Gem. Truly one of the last few great spots to get authentic food. I like the sushi however I sat at the bar once (I've been going here for years) and I really lost my appetite after seeing the way the sushi chefs were not sanitary at all. I also noticed one of the sushi chefs go to the bathroom with his gloves on and walked out with them on and still went straight back to work. I was in shock and ended up ordering Ramen instead. The SERVICE though is truly wonderful. The ladies who are waitresses are fantastic.,Complaint,0.94
250,From the music to the Aloha greetings when you walk in  they really attempt to give you a Hawaiian vibe in the restaurant and I'll give them credit for that. Unfortunately  the sushi isn't that great. I've lived in Hawaii so I know good fish and this just isn't it. I don't even think it's as good as some that I've had on the mainland. It's worth a try  but don't be surprised if you're disappointed.,Complaint,0.95
251,Let me start by saying that everyone from the hostess to the waiter were amazing  I just wish the food was as great as the staff. The Gumbo was lacking in substance and flavor. The jambalaya was could and the rice was over cooked and mushy. The Red Beans were Amazing! The cocktail was fun but weak.,Complaint,0.94
252,Very friendly service  but took quite a while for the food to come out. Food was ok (chile relleno). The ice tea was bad. The water used had a bad flavor and overpowered the tea. Small setting and the couple next to us didn't know a vocabulary beyond the f word. Not the restaurant's fault  but certainly interfered with our meal. Not sure I'll return.,Complaint,0.92
253,The food and service on New Year's Eve was excellent. That said  we paid much more than we expected to pay for dinner  partially because we didn't get a text telling us about the special menu and $124 per person for New Year's Eve because my husband's cell phone had been stolen. I did receive a reminder email from Yelp on 12/29 but it reinforced the $49 meal price. Since the price included wine pairings  it wasn't unreasonable. But my husband doesn't like wine so we probably would have cancelled had we known. While the problem with the text wasn't the restaurant's fault  I do have an issue with the 20 percent ($50) Fourking Fee we were charged on top of the 20 percent tip. There was no mention of this extra fee anywhere I can find in the text or on the website. All-in-all  two dinners with wine and a beer cost $379.,Complaint,0.96
254,Our food order was deserving of five stars. My husband ordered the Pad Thai (his favorite) and I had the chicken fried rice. Both were served piping hot and full of flavor. Our service though was INTENSE. Our waitress had zero patience as we placed our order  although we knew what we wanted to order she was walking away as we were still explaining the specifics of our order. She did this again when we had a request for condiments. She wouldn't slow down long enough to listen to us and by the time she returned with what we needed  we were finished eating and looking for our bill. This is truly one of our favorite places to eat  I just hope we never get this server again.,Complaint,0.93
255,Drink selection here is probably a 4/5 but so/so quality bar food with an exceptionally long wait every time I'm here lately. The turnaround times for entrees is also insanely long and on more than one occasion I've had subpar attitudes from waiters here. The beer variety is their truly redeeming quality and they do a good job sourcing from local brewers!,Complaint,0.91
256,The bar is Christmas themed. I got the Grinch shot and another drink in a Santa boot. Paid about 35-40 bucks for both and that's including the tip I added for the bartender. Both drinks were very sweet not enough to get you tipsy. If you're looking for a fun place to meet your friends to start the night Tinsel is it. The staff was friendly and the holiday chair was the perfect instagram photo spot. If you're worried about Covid no one wears masks inside. It's very crowded on the weekend and they do check to confirm everyone has been vaccinated. Better late than never but happy holidays.,Neutral,0.85
257,I heard about this historic place that you HAVE to eat at if you visit New Orleans  so we came. The atmosphere and nostalgia behind this place is what earned it the 3 stars. The food was nothing special or anything that made the hype worth it. It's your average southern food joint. I was prepared to have my eyes rolling in the back of head after the first bite  but that wasn't the case. By no means was it nasty  it just wasn't delicious. If you're going to visit  do so  but don't be expect to have your taste buds blown away.,Complaint,0.95
258,"We came in for dinner during a snow storm and when we were there we saw a fun band play some bluegrass music and they were very good. The restaurant got very busy once the band started playing and the place is small so it was a bit loud. We ordered the sweet potato hush puppies  which were pretty good  and we had the half chicken and burger for dinner. The chicken was good but it came with croutons and cold tomatoes for the ""vegetable"" so we had to order another item due to the plate being quite small. The chicken was good but it was a little expensive for what we got.",Complaint,0.92
259,Started price gouging! I've been eating here for at least a decade. Prices have always been fair and Gyros are great. Inflation sucks and is a part of life in 2022...but Gyroshack got greedy. 36% increase. Sorry  you'll need to resolve your business model as I'm not paying $8 for a Gyro...no other fast food has gone up 36%  you're being greedy. Ironically as other reviews have mentioned  they don't even pay their employees enough ($7.50) to eat at their own restaurant! When you're driving slave labor and implementing massive price increases you know this establishment has jumped the shark. Interesting to hear they have fairly new ownership...go figure.,Complaint,0.98
260,This was more like 2.5 stars but I rounded up for the fries. I saw this on Uber Eats and this is right around where we live so I thought I would give it a try. Ordered the Philly cheesesteak for my husband and I got the Dagwood. The wheat bread was over toasted and dried out. Meat was not a substantial enough amount. Condiments and toppings were actually good and fresh. The fact that they have fresh cut fries was nice because sometimes you just don't want chips. Probably wouldn't go back.,Complaint,0.96
261,First time and was excited to try THE CAFE DU MONDE beignets. However  when we arrived the line wrapped around. We had to wait 30+ minutes in the cold before we can place our order. Keep in mind that this location accepts cash only. The tables and chairs are not really cleaned throughout after people leave so beware. We order one order of the beignets which comes with 3 pieces. When we open the bag  the beignets looks disappointing and not the puffy cloud beignets it was supposed to be. It looks just like random blobs. However  it taste amazing! Please keep in mind that there are many locations of Cafe Du Monde in NOLA so I would recommend checking the other locations if you don't mind not going to the original location.,Complaint,0.93
262,Went one night for a quick bite and drinks! Wings were amazing! Like really good. Also for a burger off HH menu. Was supposed to come with lettuce and tomato and had no tomato. Asked to be cooked medium and came out Med well to well done. All in all...go for the wings.,Complaint,0.91
263,Came on a weekday for lunch around 11:30AM  not too crowded  private parking lot in the back  has outdoor seating. Got the Tuck Special  didn't realize it didn't come with sides and is a sandwich. Flavor was quite delicious from the pimento cheese and sauce  but the brisket wasn't anything special. It was a bit hard and not flavorful at all  and I added a bunch of the BBQ sauce on the table to it. Mac and cheese was a bit sweet or something  somewhat odd. Really liked the grits though!,Complaint,0.88
264,Kind of a major tourist trap here but you gotta have a cheesesteak when in Philly. Located near the Ben Franklin museum  this was very quick and easy after a long morning of museums. Lots of options on the cheese so take a step back and really take a look at the menu. Ordering felt a little rushed. We had the classic cheesesteak. Wished we mixed it up a little. The fries were fresh. If I could have just had a beer with it  it would have been perfect!,Neutral,0.87
265,We sat outdoors  and I have to say  the setting is wonderful. Right in the middle of all the action  with the glorious St. Pete waterfront right across the way. Our server Chase was charming and attentive. The smoked salmon sandwich was out of this world. But the shrimp po'boy was such a disappointment. It's not a po'boy if it is not on a French roll  and this was on a ciabatta roll and a stale one at that. Inexcusable. We travel all over the country and it really is hard to find a great mid-priced restaurant. I had high hopes for this place but no  it fell short. We had to wait 20 or 30 min for a table and we saw several empty  unbussed tables. It was okay  we walked around the park in the sunshine and with every business short-handed these days I really can't hold that against them.,Complaint,0.94
266,Ok disclaimer that this review may be unpopular but it is my opinion only. We were staying in the area and had heard about this bakery which was known for some great breakfast sandwich items so we stopped by. We ordered the breakfast sandwich and the crispy chicken sandwich. Breakfast sandwich: 3/5 Reading the reviews I was excited to try it. As the reviews mention the egg is perfectly soft. What I found lacking was any flavor. The brioche bread was not as buttery or sweet as others I have had and I was just expecting more. Chicken sandwich: 4/5 After taking my first bite I was underwhelmed but realized what the problem was. The bacon is too chewy and distracts from the perfectly crisp on the outside and tender on the inside chicken. So I removed the bacon and took my second bite and loved the sandwich. I would order the chicken sandwich with the bacon on the side. I wish the bacon pieces were thinner and crispier.,Suggestion,0.9
267,Love me some Oscar's. But  if you're going to offer breakfast burritos in the menu  maybe be open during breakfast hours?,Suggestion,0.92
268,The food and drinks here are solid  but the wait time for food was obscene. Our reservation was on a Friday night at 7:15pm. The appetizers and drinks came out reasonably quickly  but did not get our entrees until closer to 9:30pm  maybe an hour and a half after appetizers came.,Complaint,0.96
269,I'm torn on this place - we were really hoping for a great experience. Our waiter was wonderful. Very attentive and one of the only reasons we would give another try. Steak was very very underwhelming and not cooked to the right temperature. Fish dish was just meh. The bill was crazy expensive for such subpar food  but I just can't help thinking we should try just one more time. First experience definitely missed the mark on the food.,Complaint,0.95
270,The food was good and the service was adequate if not slow. The Prosecco  beet and citrus terrine  and crème brûlée was great and we should have stopped there. We spent more time waiting for food  to take orders  and the bill than we did eating and drinking. When a plate of food is served  the protein should face the diner so they don't have to use their napkin to turn around a screaming hot plate in order to eat their food. We ordered Prosecco and the menu (with wine list) was taken. We eventually asked another waiter for a wine list and apparently the fact it was on the table again wasn't hint enough. But then we never saw our waiter again before another server delivered the food. Apparently wine was not an option for us. Hint: we wanted wine. Did I not realize it's a self serve joint? We were seated immediately next to the entrance of the outdoor seating area (very nice)  where apparently 3-4 servers decide to hang out while while waiting for something to do. While all seemed very nice  not exactly great ambiance compared to others who were seated further down  and frankly  seemed to get more attention. Three scallops  mashed potato's and asparagus for $45 seems a bit overpriced even in this area and at that service level is a really disappointing. We finally asked for the bill so we could get up and leave.,Complaint,0.97
271,The restaurant has a nice atmosphere  nice & fancy set up. Parking is ok  the area gets crowded but if you're patient you'll get a parking space. Service was decent  despite us being place way back of the restaurant. Everyone but me enjoyed their food. I'm not sure I'll be back.,Neutral,0.85
272,Can be a little hit or miss  but you definitely need to eat in here rather than get takeout. The vibes are great and the beer selection is awesome,Neutral,0.88
273,Well gotta say this was my first trip in and I wasn't overly thrilled I ordered a large burrito the pork verde one while it was big and hot there wasn't much meat in it the flavor of the meat was also bland it was nearly all rice past that I'd give it maybe 4 out of 10. Service was quick though...,Complaint,0.93
274,Ate here about a week ago. Our server was great and very attentive. My hubby and I ordered the beef fajitas. I only got 3 small one inch pieces of lettuce and small amount of pico. The guac was fantastic as it has been in prior visits. The steak was cooked well  but over seasoned. Limited menu compared to the past and beer selections very limited.,Complaint,0.91
275,We happened upon Blanco Cocina + Cantina on December 30th 2021... and I'm so glad we did. We were in town to watch our Purdue Boilermakers take on the Tennessee Volunteers in the Music City Bowl. It was a beautiful day  and we needed to fuel-up before the big game. This attractive restaurant is right on Broadway. I would not call this an authentic Mexican restaurant; but rather an upscale  Americanized  Mexican restaurant. Our waiter was very nice  and hustled his butt off. He mentioned they are known for their Short Rib Machaca meat. I ordered The Tucson Chimichanga with ... (you guessed it) Short Rib Machaca. It had good flavor but the meat was a little too mushy. It came with rice and beans. I loved the rice! My wife had The Little Gem Caesar salad with steak. It was tasty. This is a solid restaurant. I'm not sure when I'll be in Nashville again  but I'll definitely keep this place in mind!,Neutral,0.87
276,The food here is good  but the guy who is usually here running the register is not friendly and to be honest  it limits my ability to enjoy the food. Recently  for several months a friendly woman ran the register and my wife and I began to frequent this establishment more often. Today we discovered that the guy is back.... So likely we will decrease our visits again as a result. Maybe we will just do a drive by to see who is running the register. Maybe we will just go elsewhere.,Complaint,0.94
277,Food was good  but bar service/takeout process needs improvement. The kitchen was pounding orders out and I saw bags & boxes sitting without being delivered for take outs. The gentleman next to me goes 4 nights a week and wasn't even offered water while he sat at the bar waiting to be served; he left and I waited 45 min for my order which was cold by the time I got home. Was disappointing. In their defense  it was a wicked busy night  and  I only went once. There were a bunch of regulars which speaks loudly to their core customers devotion to restaurant.,Complaint,0.92
278,3.5/5 This was our first time ordering and unfortunately we weren't blown away like the other reviews said we would be. I got the besties 2: chicken and pork with Mac n cheese Hubs got the pulled pork sandwich with beans. We both agreed the best part of the meal was the bbq sauces! That bestie sauce I don't regret trying this while in town  but we preferred pappy's.,Complaint,0.9
279,Have been there before & really enjoyed it  but this time the sauce was tasty on the boil but almost completely oil! Also there was a lot of in the shell crawdads. They only have a bite of meat in the tail. Not a very good value for the price. We ordered the Black Pearl. Also  even though we had 4 adults and a 2yo with an 11 yo  only the 4 adults ordered food and the kids ordered drinks  we were automatically billed an 18% tip so our bill came to approx. $228.00. An expensive lunch!,Complaint,0.96
280,I had the chicken fried steak special. The steak was over cooked and dry. The gravy was bland. The hash browns were old and not hot. All this for 15$. There are better breakfast spots.,Complaint,0.95
281,"Great atmosphere and sat outside on deck. $16 for bread and salad and meal and dessert for that price on lunch menu. Scallops were wonderful. I would not recommend the meatloaf as it was ""mushy"". Overall great place and good service.",Neutral,0.88
282,Got a vanilla iced latte with oat milk  a chai tea late  and a caramel brûlée latte. They gave me an extremely small cup for the latte and it was still about $4. The cups were also sticky.,Complaint,0.92
283,This used to be a pizza place I can count on for whenever I crave for pizza. Sadly this time my experience was subpar. Garlic bread was mostly bread with hints of garlic and the margarita pizza had a burnt base. Everything tasted average at best. Gonna have to hunt for a new place. :(,Complaint,0.95
284,Let's get right to the point: this place is an ugly twin of Panda Express; it's identical with pricing and food options  but the quality is slightly lower. I think Panda Express is God's gift to mankind  so I thought this place was average. However  I realize any normal person would have probably throw up  and so I am reluctant to give 3 stars  but it's because there can be only one greasy-unauthentic-Asian-running-to-the-bathroom establishment  and that's Panda Express.,Complaint,0.92
285,Always good food but came in tonight with my family only to be told the dining room was closed. We ate in the car but a sign posted at the door would've been a good idea. Many customers were irritated.,Complaint,0.88
286,L O C A T I O N ! On recommendation from my daughter who had visited Clearwater Beach  and an old high school friend who lives nearby  we had lunch here. On vacation Minnesota  any seafood was appealing! Crab & Shrimp Chowder. 4 stars Grouper Cheeks. 4 stars Chicken Nachos. 3 stars The Grouper Cheeks were SO DELICIOUS  but I ate too many. Tummy ache  my bad. Chowder  very Floridian. Nachos  near impossible to get from plate to mouth. Our server was a pleasant gal  Julia  but the outstanding feature was the sea view. A little too chilly to have our lunch on the deck  but we were seated by the window. Mesmerizing! Add the guitars with the live music  and a memorable lunch was had. But then the bill arrived  I was astounded by how overpriced it was. Guess that's the amenities price  but all the other restaurants in the area are not that over priced. Just an FYI. O V E R P R I C E D BY A M I L E !,Complaint,0.96
287,My pizza joint mission is on a roll  visiting places that serve slices and this was on my list. It was around two in the afternoon and it was time to get a couple slices. Counter service like all real pizza joints and I guess because of covid  there was no indoor seating nor outdoors  this was no concern to me. I ordered the two slice deal and sat in the shade by my car. I will say this  the crust was thin crispy and perfectly done. However  I will say this  they use a lower quality cheese and perhaps too much. Yea  I know  too much cheese? With too much low quality cheese I really couldn't get a take on the sauce. My recommendation to the owner would be get a better cheese  use less and it could be a four start pizza. Since this section of 4th Street don't have any other pizza by the slice  please stop in and let me know what you think.,Suggestion,0.9
288,Cool ambiance. Food was OK. I ordered the Sausage Risotto and my husband got the wagyu steak. He commented that he's had better steak for a lot less price. The Risotto was fine but I feel like there are probably better meals on the menu. I'd consider going back and trying something else. The service was kind of slow but it didnt bother me too much because it let me slow down and take in the night. But heed the warning if you have firm plans after dinner; give yourself more time. They have a piano man with table service on the piano. I'd love to do that sometime!,Neutral,0.85
289,My partner had the Parma Hash which he enjoyed very much. I had the Classic Eggs Benedict which was okay but not great. Was lukewarm  possibly because of the cold tomato that was part of the dish. Service was perfunctory.,Complaint,0.9
290,Only giving this place a 3 star rating because the manager made up for all the mistakes with mu hubby's meal by comping our whole meal! My husband ordered eggs benedict with the eggs poached hard ( he doesn't like runny yolk ) First order  the eggs were totally runny! Sent it back  the second time  they had very little sauce! So he asked just for some more sauce & they said no we'll have them make it again  took forever! He waited about 45 mins! I was done with mine by the time they got his right! Unacceptable! Will probably not be back! Too bad. We feel like ever since the pandemic  the customer service industry has just gone downhill! They don't care at all,Complaint,0.97
291,So  went here for me and my boyfriends 1 year anniversary. The atmosphere was beautiful  very inviting. The salad bar was horrible. The food brought to you by waiters was good  the meat was great. But there were no sides....so it was a shitty salad bar with a lot of meat. It was $65 a plate  which honestly I'd rather go to a really fancy restaurant and get a MEAL..not some glorified BBQ. I would suggest replacing the literal potato salad and glazed peanut bar with vegetables  noodles  rice  mashed potatoes  stews. Went for the gimic  won't go back for the food.,Suggestion,0.92
292,The frybread was good but it didn't have any sauce or toppings other than lettuce and cheese which made it rather dry and chewy.,Complaint,0.88
293,We came here on NYE. Our service was great the waitress was a doll and I had no issues with that. The food is underwhelming and I think over priced. My tenderloin was small and lacked flavor: the pasta course was slimy and the broth was too strong. Salad was good. The crème brûlée which I would've loved to order was ruined by adding ginger. I got blackberry sorbet. Meh. For the cost of the food I would think they could update the interior  it is dated with diff light fixtures and no consistent design or ambience. Same as it was 15 years ago. The other restaurant they own is Acero and that is one of my favorite places. They are very nice here but I'm not rushing back.,Complaint,0.94
294,We tried this Diner today finally after moving in a few months ago. This place is ALWAYS busy  which to me  means it's mighty tasty. I was greeted over the phone by Meredith  who was sooo nice and friendly! Her customer service was great but unfortunately   the food missed the seasoning mark this morning. I ordered a variety of things: The Apollo omelette  an order of French toast and the corned beef hash breakfast. On the plus side  the French toast was buttery and thick but nothing out of the ordinary. The omelette  grits and hash browns were absent of any type of seasoning (not salt and pepper  but actually seasonings)  which was disappointing. I didn't taste any passion!,Complaint,0.91
295,I've been here at least 50 times and it seems to slowly be going down hill. I'd like to chalk the issues up to being short staffed due to COVID  but it was more than that. The food was lukewarm and slow to come out. If my food i slow then it should at least be hot. Consistently  the service has been lackadaisical  but if you do get lucky enough to sit up stairs that does not seem to be the case.,Complaint,0.93
296,This place was the old prime bar. It's very spacious and our waitress was very nice. I ordered the Fabio meatball sub with sweet potato fries for lunch. The meal came out fast but my sandwich was luke warm. The meatballs were decent  nothing to get all crazy about like they make it using the chefs name. The sandwich was overall good because the meatballs were spiced nice but a little too soft for me probably from too much filling. My friend got the fish and chips and said it was good.,Neutral,0.85
297,Wanted to try a new spot during restaurant week and this menu caught my husband and I'd eye. We had a reservation but had to wait a bit outside which was not ideal but fine. Service was quick to start and we were able to put in our order  get our apps and entrees pretty quickly. The food was subpar. I did not like the meatballs at all  I'm not sure what it was but something tastes off. The arancini was okay. Both entrees  chicken parm and short rib ravioli were just okay but lacked flavor. After we were done eating it took about 20 minutes for the waitstaff to finally come and get our plates and bring dessert. I try not to judge restaurants during restaurant week as they are usually very busy but not excuse for bland food. We won't be back.,Complaint,0.92
298,Although I'm rating this place 3 stars  I did enjoy my dinner here. I think the main draw to this place is its atmosphere and friendly staff. It's not a fancy place but there was a fun New Orleans style band playing and the dance floor was jumping! I found the food to be mediocre. I had the gumbo and the New Orleans BBQ shrimp. Both were just meh. However  the Bread Pudding was fantastic! Best if shared with someone  in fact  it's served with 2 spoons.,Neutral,0.82
299,Why this place is so popular is beyond me. Tuesday lunchtime it was like a cattle call for this cash-cow business. I ordered a Queen Margherita Pizza that was more like a soft crusted flatbread. For $10.99 I received a portion that was no larger than a slice of $2.99 Pizza. Same goes for the salads  very small portions for lettuce and a few ingredients. That said  the food was decent and enjoyable. It was so busy I was surprised when my order arrived promptly. The poor employees were working like dogs to keep up with the volume of to-go orders  I felt sorry for them. One big plus  actual linen napkins which I appreciated. Worth a try but it will cost you $30 for lunch per couple with tip.,Complaint,0.89
300,Average food  inattentive bartender  not worth the price. Check out down the road for a better experience if you're solo or with a friend or two. This place is probably for you if you have a bigger group,Complaint,0.87
301,I had the choriZo and crab tacos and the misses had shrimp and halibut tacos.. the food lacked flavor. The rice was good the salad was meh. Food looks good but the look and taste don't go hand and hand.,Complaint,0.9
302,The wings came out hot with a rich and tangy sauce that was to die for. My fries were a disappointing  soggy mess  but I would still return. The wings are the highlight here. This place knows what it does well.,Complaint,0.85
303,Was very excited to have a new coffee place nearby. Ordered a latte. Didn't love my coffee  in fact  I took two sips in the parking lot and didn't finish it. It tasted burnt but not like burnt coffee. It had very little (weak) coffee flavor it just tasted burnt. Will try one more time and update otherwise I'll stick with my other local favorite coffee places. Space is not welcoming. It's not like a cozy cafe where you can sit and read a book while you enjoy your beverage. There's furniture for sale and a one seat hair salon tucked in the corner. However  owners son was a great guy! Very friendly  happy  and kind. He gets 5 for service!,Complaint,0.93
304,Great pizza! Fun seating where you can see the kitchen. Unfortunately  staff wasn't very friendly. It's also pretty traditional so no ranch(for dipping) or trendy pizzas or cheese bread,Complaint,0.88
305,You kno. It was OK. Doesn't live up to the 5star hype. I ordered a side chili rellano. It comes enchilada style. Covered w enchilada sauce. I don't like wet rellanos. I'm glad I ordered it dry w sauce on the side. I did not like the enchilada sauce. Also ordered the 2 enchilada plate one chicken one shredded beef. Good basic enchilada but again wasn't impressed w the sauce. The small 2 oz guacamole I ordered was inundated w tomato chunks. Didn't care for that. The chips & salsa was ok. Had to salt them to taste good. Bathroom was clean. Restaurant is clean. Waiter wore mask,Complaint,0.9
306,I love the food here  but your bottomless system sucks. Bartender shoo'd me away from the bar because I went to inquire after my drink sat empty for over 20 mins. She was rude and the man who was behind the bar already was clearly bothered to follow me to the table to pour my drink. Maybe come up with a better system as this was a very poor experience and not my first time.,Complaint,0.95
307,Came here for a friend's birthday and was immediately impressed with how clean and modern the interior was. Definitely a bit more upscale than your typical hole in the wall Chinese restaurant. Altogether  3 of us ordered 5 dishes (including 2 appetizers) : Dan Dan noodles  scallion pancakes  fatty beef sour radish soup  salt and pepper dried squid  and spicy lamb chops. Squid was an easy favorite  but I'm always a sucker for that chewy goodness. I have to give a special shout out to the radish soup. I would order this dish again just for the noodles. They had this almost firm-Jello-like consistency that gave the most perfect bite! And the broth itself was delicious and had a nice spicy kick to it. Wouldn't order the lamb chops again - meat was dry and it didn't go too well with the cumin marinade. A bit on the pricier end  but I think it's appropriate for the vibe and quality of food.,Neutral,0.82
308,Boba tea has been my latest obsession for the last month...,Complaint,0.85
309,It took them 1 hour to serve the food...,Complaint,0.95
310,We came in today and had a pretty disappointing experience...,Complaint,0.98
311,I had to get a bacon wrapped burrito...,Complaint,0.8
